Id|Name|County
17025|Menegai Medical Clinic|NAKURU
17024|Cheptingwich Dispensary|NANDI
17023|Kaboi Dispensary|NANDI
17022|Toretmoi Dispensary|NANDI
17021|Menengai Health Care Services|NAKURU
17020|Taito Community Dispensary|NANDI
17019|Kapkomoi Dispensary|BARINGO
17018|Chesongo Dispensary|BARINGO
17017|Kokotoni Dispensary|KILIFI
17015|Maragi Dispensary|MURANG'A
17014|Kipkoror Dispensary|NANDI
17013|Cheptilil Dispensary|NANDI
17012|Alikune Dispensary|GARISSA
17011|Bulla Mzuri Dispensary|GARISSA
17010|Kuno Dispensary|GARISSA
17009|Abdisamad Dispensary|GARISSA
17008|Health Bridge Medical Clinic|MANDERA
17007|Guticha Dispensary|MANDERA
17006|Dagahley Dispensary|WAJIR
17005|Kyalilini Dispensary|KITUI
17004|Mikuyuni Dispensary|KITUI
17003|Kiraone Dispensary|MERU
17001|Kanjora (PCEA) Dispensary|NYERI
16999|Muruguru Dispensary|NYERI
16998|Karia Health Centre (Nyeri South)|NYERI
16997|Zombe Catholic Dispensary|KITUI
16996|Mbitini (ACK) Dispensary|KITUI
16995|St Joseph Kavisuni Health Centre|KITUI
16994|Kanzau Dispensary (Mbitini)|KITUI
16993|Syathani (Kyathani) Dispensary|KITUI
16992|Nzangathi health centre|KITUI
16991|Katulani Sub District Hospital (Kitui)|KITUI
16989|Kiang'inda Health Centre|NYAMIRA
16988|Nyangweta Health Centre|NYAMIRA
16987|Asumbi Annex Dispensary|HOMA BAY
16986|Nyalkinyi (Jersey) Dispensary|HOMA BAY
16985|Oneno Dispensary|HOMA BAY
16984|Motonto Health Centre|KISII
16983|Hope Compassionate (ACK) Dispensary|HOMA BAY
16982|Mongorisi Health Centre|NYAMIRA
16981|Riakinaro Health Centre|NYAMIRA
16980|Kenyambi Health Centre (Nyamira)|NYAMIRA
16979|Emusire Health Centre|VIHIGA
16978|St Peters Gaitheri (ACK) Dispensary|MURANG'A
16977|Prisca Wakarima (ACK) Dispensary|MURANG'A
16976|Gaturi Catholic Parish Dispensary|MURANG'A
16975|Eburi Dispensary|KISII
16974|Bokimai Dispensary|KISII
16973|Openda Dispensary|KISII
16972|Miangeni Dispensary (Makueni)|MAKUENI
16971|Kagunduini Dispensary|MURANG'A
16970|Mariaini Dispensary|MURANG'A
16969|Katipanga Dispensary|MURANG'A
16968|Mbuini Dispensary|MAKUENI
16967|Kyenzenzeni Dispensary|MAKUENI
16965|Kyau Dispensary|MAKUENI
16963|Yekanga Dispensary|MAKUENI
16962|Kambimawe Dispensary|MAKUENI
16961|Kaia Dispensary|MAKUENI
16960|Kee Dispensary|MAKUENI
16959|Kithuni Dispensary|MAKUENI
16958|Ikalyoni Dispensary|MAKUENI
16957|Itithini Dispensary|MAKUENI
16956|Mwaani Dispensary|MAKUENI
16955|Nthimbani Dispensary|MAKUENI
16954|Nthangu Dispensary|MAKUENI
16953|Waso Rongai Dispensary|SAMBURU
16952|Kumahumato Dispensary|GARISSA
16936|Mulinde Dispensary|KITUI
16935|Ngiluni Dispensary (Mwingi)|KITUI
16934|Itoloni Dispensary|KITUI
16933|Kwa Kavoo Dispensary|KITUI
16931|Kanyekini Dispensary|KITUI
16929|Nzauni Dispensary|KITUI
16928|Kasevi Dispensary|KITUI
16927|Mathyakani Dispensary|KITUI
16926|Kilulu Dispensary|KITUI
16925|Wikithuki Dispensary|KITUI
16924|Muliluni Dispensary|KITUI
16923|Nduu Dispensary|MACHAKOS
16922|Ndunduni Dispensary|MACHAKOS
16921|Kiliku Dispensary|MACHAKOS
14455|Endebess Sub-County Hospital|TRANS NZOIA
16876|Nyaoga Community Dispensary|HOMA BAY
16814|Kiandutu Health Centre|KIAMBU
16838|Gatimbi Medical Clinic|MERU
16847|Good Hope Clinic|MERU
16825|Kibirichia Medcare|MERU
16881|Nyagichenche (SDA) Dispensary|KISII
16854|Kaathari Dispensary (CDF)|EMBU
16826|Right Choice Clinic|MERU
16853|Gikuuri Dispensary (CDF)|EMBU
16815|Lord of Mercy Clinic|NYERI
16880|Nyabiosi Health Centre|KISII
16875|Lombi Medical Clinic|HOMA BAY
16843|Juzippos Health Care Clinic|MERU
16820|Turi (PCEA) Dispensary|NAKURU
16863|Mukong'a Dispensary|KITUI
16816|Narumoru Catholic Dispensary|NYERI
16864|Ngongoni Dispensary (Kyuso)|KITUI
16859|Thonzweni Dispensary|KITUI
16801|Al-Gadhir Clinic|NAIROBI
16869|Mogusii Clinic|BOMET
16877|Nyandiwa Baptist Dispensary|HOMA BAY
16795|Nairobi Womens Hospital Adams|NAIROBI
16878|Nyamagiri Dispensary|KISII
16798|Mawamu Clinic|NAIROBI
16807|Munyaka Dispensary|NYANDARUA
16822|Mercy Dispensary (Lare)|NAKURU
16799|Gichago Dispensary|NAIROBI
16882|St Jones &Ring Road Health Clinic|KISUMU
16818|Kangocho Dispensary|NYERI
16800|Lea Toto Clinic (Westlands)|NAIROBI
16803|Gatina United Clinic|NAIROBI
16866|Avarende Medical Clinic|KAKAMEGA
16857|Regional Blood Transfusion Centre (Embu)|EMBU
16865|Musembe Dispensary|KAKAMEGA
16821|St Lukes (Molo)|NAKURU
16870|St Jane Nursing Home|KISUMU
16862|Kalatine Dispensary|KITUI
16873|Kopolo Clinic|SIAYA
16819|Ngurumo Dispensary|NYERI
16806|Lereshwa Dispensary (Kipipiri)|NYANDARUA
16867|Ematiha Dispensary|KAKAMEGA
16879|Itembu Dispensary|KISII
16835|Njuthine Dispensary|MERU
16858|Nguuni Dispensary|KITUI
16855|Kasafari Dispensary (CDF)|EMBU
16808|Wachoro Medical Clinic|NYANDARUA
16868|Kerumbe Dispensary|NYAMIRA
16812|Neboi Dispensary|MANDERA
16796|AAR Clinic Sarit Centre (Westlands)|NAIROBI
16793|Hungai Dispensary|WAJIR
16852|Gaatia Dispensary|MERU
14437|Elgeyo Boader Dispensary|UASIN GISHU
10555|Kiang'ombe Dispensary|KIRINYAGA
10375|Jesmond (ACK) Dispensary (Mburi)|KIRINYAGA
10388|Kabare Health Centre|KIRINYAGA
10458|Kamweti Dispensary|KIRINYAGA
10197|Gaciongo Dispensary (Kirinyaga)|KIRINYAGA
10229|Gatugura Dispensary|KIRINYAGA
10565|Kianyaga Sub-District Hospital|KIRINYAGA
10545|Kiamutugu Health Centre|KIRINYAGA
10504|Karumandi  Health Centre|KIRINYAGA
16349|Emc Kimumu Dispensary|UASIN GISHU
16446|PCEA Gateway|KIRINYAGA
10232|Gatumbi (SDA) Dispensary|KIRINYAGA
10379|Joshua Memorial Mbai Dispensary|KIRINYAGA
13852|Ng'iya Health Centre|SIAYA
13795|Mawego Health Centre|HOMA BAY
15264|Muyengwet Dispensary|UASIN GISHU
15917|Kamenjo Dispensary|BUNGOMA
14969|Koitugum Dispensary|ELEGEYO-MARAKWET
12308|Kikumini Health Centre|MAKUENI
13735|Ligega Health Centre|SIAYA
12489|Matuu Mission Health Centre|MACHAKOS
14705|Kapkata Dispensary|ELEGEYO-MARAKWET
14820|Kauriong Dispensary|WEST POKOT
13440|Shimbir Fatuma Health Centre|MANDERA
14750|Kapsait Dispensary|ELEGEYO-MARAKWET
16014|Mechimeru Model Health Center|BUNGOMA
12787|Tawa Sub-County Hospial|MAKUENI
14562|Ilaiser Dispensary|NAROK
11991|Dwa Health Centre|MAKUENI
14570|Tingwa Dispensary|UASIN GISHU
14768|Kapsowar Dispensary|ELEGEYO-MARAKWET
12341|Kisau Sub County Hospital|MAKUENI
14771|Kaptabuk Dispensary (Marakwet)|ELEGEYO-MARAKWET
13455|Wargadud Health Centre|MANDERA
15776|Wei Dispensary|NAKURU
14031|Randung' Dispensary|HOMA BAY
13341|Fincharo Dispensary|MANDERA
14804|Karuna Dispensary|UASIN GISHU
12357|Kithimani Dispensary|MACHAKOS
12343|Kisesini Dispensary|MACHAKOS
15333|Nerkwo Dispensary|ELEGEYO-MARAKWET
14989|Kopeeto Dispensary|TURKANA
12327|Kinyaata Dispensary|MACHAKOS
14743|Kapluk Dispensary|BARINGO
11498|Kombeni Dispensary|KILIFI
10233|Gatundu District Hospital|KIAMBU
16659|Furqan Dispensary|GARISSA
14811|Kasitet Dispensary|BARINGO
15683|Sumbeiywet Dispensary|ELEGEYO-MARAKWET
14372|Cheptobot Dispensary|ELEGEYO-MARAKWET
16455|Joint Partner Medical Clinic|VIHIGA
14598|Joppa Medical Clinic|NAKURU
16456|Kaptech Dispensary|VIHIGA
12848|Wingemi Health Centre|KITUI
11732|Pamar Medical Clinic|MOMBASA
16458|Kimogoi Dispensary|VIHIGA
15066|Lokwamosing Dispensary|TURKANA
16457|Kaptisi Dispensary|VIHIGA
15067|Lokwii Health center|TURKANA
16700|Nakukulas Dispensary|TURKANA
15628|St Antony Health Centre|NAKURU
15064|Lokori (AIC) Health Centre|TURKANA
16172|Kianjugu Dispensary|MURANG'A
15236|Mpalla Dispensary|LAIKIPIA
15330|Neema Medical Clinic (Nakuru North)|NAKURU
14402|Dentomed Clinic|NAKURU
11480|Kinango District Hospital|KWALE
15289|Nakuru War Memorial Hospital|NAKURU
14251|Bethsaida (AIC) Clinic (Nakuru)|NAKURU
16135|Soysambu (ACK) Dispensary|BUNGOMA
15673|State House Dispensary (Nakuru)|NAKURU
14191|Ahero Medical Clinic|NAKURU
14207|Annex Hospital (Nakuru)|NAKURU
15686|Sunrise Evans Hospital|NAKURU
16686|Hope Medical Clinic (Nakuru)|NAKURU
14478|Esther Memorial Nursing Home|NAKURU
15204|Moi Teaching Refferal Hospital|UASIN GISHU
15288|Nakuru Provincial General Hospital (PGH)|NAKURU
12184|Kanyangi  Hospital|KITUI
12251|Katyethoka Health Centre|KITUI
15365|Nku West Health Centre|NAKURU
16016|Mihuu Dispensary|BUNGOMA
14225|Bangii Medical Clinic|NAKURU
14183|AAR Nakuru Clinic|NAKURU
13008|Karma Dispensary|NAIROBI
14214|Arpollo Dispensary|WEST POKOT
14880|Kimsaw Medical Clinic|NAKURU
15542|Sekerr Dispensary|WEST POKOT
13169|EDARP Ruai Clinic|NAIROBI
16488|Kubura Dispensary|BUNGOMA
15324|Ndarugu (PCEA) Dispensary|NAKURU
14498|Fitc Dispensary|NAKURU
12664|Nkabune Dispensary|MERU
12394|Kwa Mutonga Dispenasry|KITUI
15871|Elgon View Medical Cottage|BUNGOMA
15948|Kimalewa Health Centre|BUNGOMA
16063|Nalondo Cbm Dispensary|BUNGOMA
15848|Chebukaka Dispensary|BUNGOMA
15966|Lukhome Dispensary (Bungoma West)|BUNGOMA
16125|Sikulu Dispensary|BUNGOMA
16389|Matulo Dispensary|BUNGOMA
16015|Miendo Dispensary|BUNGOMA
13540|Ekerenyo Sub-District Hospital|NYAMIRA
16388|Mahanga Dispensary (Bokoli)|BUNGOMA
14733|Kapkures Dispensary (Nakuru Central)|NAKURU
16018|Milo Health Centre|BUNGOMA
15947|Kimaeti Health Centre|BUNGOMA
15232|Mother Kevin Dispensary (Catholic)|NAKURU
15856|Chesikaki Dispensary|BUNGOMA
14559|Ikumbi Health Centre|NAKURU
10717|Grace Baricho Clinic|KIRINYAGA
10520|Kerugoya District Hospital|KIRINYAGA
10994|Sagana Sub-District Hospital|KIRINYAGA
12464|Mama Vero Clinic|KITUI
15908|Jesus The Healer Clinic|KAKAMEGA
13621|Irondi Dispensary|KISII
16724|Hope Nursing Home|KAJIADO
16347|Burnt Forest Rhdc (Eldoret East)|UASIN GISHU
13395|Liban Pharmacy|WAJIR
10568|Kiaruhiu Medical Clinic|NYERI
11642|Mokowe Health Centre|LAMU
13200|St Catherine's Health Centre|NAIROBI
14497|Finlay Flowers Dispensary|BOMET
14599|Josdidas Medicare|KAJIADO
11733|Pandanguo Dispensary|LAMU
15269|Nachecheyet Dispensary|WEST POKOT
13270|Afya Medical Clinic and Nursing Home (Wajir East)|WAJIR
10222|Gatitu Dispensary|NYERI
10992|Sagana Medical Care|NYERI
16471|Tea Research Foundation Dispensary|KERICHO
16496|St Anne's Cry For The World Clinic (Raimu)|NYERI
12988|Jericho Health Centre|NAIROBI
10821|Nanyuki Cottage|NYERI
16067|Namboboto Dispensary|BUSIA
12908|Dabliu Clinic|NAIROBI
13110|Nairobi Hospital|NAIROBI
12823|Ung'atu Dispensary|KITUI
15225|Morulem Dispensary|TURKANA
13378|Kamuthe Health Centre|TANA RIVER
13151|Provide International Clinic (Kayole)|NAIROBI
14182|8Th Street Clinic|KAJIADO
10199|Gaichanjiru Hospital|MURANG'A
16752|Imani Medical Clinic (Ruiru)|KIAMBU
13318|Dagahaley Hospital|GARISSA
13223|St Peter Dispensary|NAIROBI
12425|Lasida Clinic|EMBU
13531|Daraja Medical Clinic|KISII
16176|Care Medical Clinic (North Kinangop)|NYANDARUA
13431|Sangailu Health Centre|GARISSA
16511|Tumaini Clinic/Laboratory|NYERI
13413|Nanighi Health Centre|GARISSA
12989|Jerusalem Clinic|NAIROBI
12226|Kathanje Dispensary|EMBU
14109|St John's Karabach Dispensary|KISII
12973|Huruma (EDARP)|NAIROBI
10857|Ngararia Dispensary|MURANG'A
15206|Moiben Health Centre|UASIN GISHU
13316|Dadaab Sub-County Hospital|GARISSA
15749|Tumaini Medical Clinic (Turkana Central)|TURKANA
10592|Kihinga Dispensary|MURANG'A
16344|St Getrude Dispensary|UASIN GISHU
14863|Kikton Medical Clinic|TURKANA
10664|Liz Medical Clinic|KIAMBU
16260|St Agnes Clinic|MIGORI
14587|Itigo Dispensary|NANDI
15663|St Peter Claver R Clinic|KAJIADO
16324|Lokori Primary Health Care Programme|TURKANA
10843|Neema Medical|MURANG'A
15300|Namuncha Dispensary|NAKURU
12234|Kathithi Dispensary|MERU
10891|Nyahururu Private Hospital|NYANDARUA
13574|Gietai (AIC) Dispensary|NYAMIRA
12542|Mother Land Medical Clinic|KIAMBU
16227|Joska Medical Care Clinic|MERU
13227|St Teresa's Health Centre|NAIROBI
11917|78 Tank Battalion Dispensary|ISIOLO
13851|Ngisiru Dispensary|MIGORI
11879|Vanga Health Centre|KWALE
11072|St Teresia Medical Clinic|MURANG'A
13722|Kowino Dispensary|KISUMU
10260|Gitaus Medical Clinic|MURANG'A
11014|Slope Optician|NYERI
11898|Wayani Medical Clinic (Changamwe)|MOMBASA
15519|Salama Clinic|KAJIADO
13037|Kmtc Dispensary|NAIROBI
13928|Nyang'oma Sub county Hospital|KISUMU
10459|Kandara Sub County Hospital|MURANG'A
12099|Itongolani Dispensary|KITUI
15741|Tugen Estate Dispensary|UASIN GISHU
13447|Tulatula Dispensary|WAJIR
13363|Highway Clinic (Wajir East)|WAJIR
11253|Bofu Dispensary|KWALE
12882|Bethel Clinic|NAIROBI
14323|Chemosot Health Centre|KERICHO
16464|Ishiara Sub-District Hospital|EMBU
13128|Nuffield Nursing Home|NAIROBI
13988|Ongito Dispensary|MIGORI
13972|Okiki Amayo Health Centre|HOMA BAY
11264|Bura  Sub county Hospital|TANA RIVER
12977|Patanisho Maternity and Nursing Home|NAIROBI
16215|Catholic Hospital Laisamis|MARSABIT
12733|Siakago Clinic|EMBU
10644|Koimbi Medical Clinic|MURANG'A
11662|Mtaa Dispensary|KWALE
13038|Komarock Medical Clinic|NAIROBI
13211|St Jude's Medical Centre|NAIROBI
14067|Saokon Clinic|NYAMIRA
11042|St Joseph Clinic (Muranga)|MURANG'A
16353|Dr Nabakwe Clinic|UASIN GISHU
14854|Kibish Dispensary|TURKANA
12585|Mutethya Medical Clnic|MACHAKOS
13869|Nyachogochogo Dispensary|KISII
15304|Nanyuki Cottage Hospital|LAIKIPIA
11792|Shuffa Clinic|TANA RIVER
13547|Eronge Health Centre|BOMET
14510|Gilgil Sub-District Hospital|NAKURU
13821|Monianku Health Centre|KISII
10704|Matara ENT Clinic|LAIKIPIA
10052|Batian Laboratory Services|LAIKIPIA
13568|Geteri Dispensary|KISII
13405|Mansabubu Health Centre|TANA RIVER
16451|Makutano Medical Clinic|VIHIGA
15599|Siyiapei (AIC) Dispensary|NAROK
15464|Plateau Hospital|UASIN GISHU
10399|Kagio Nursing Home (Kagio)|KIRINYAGA
10633|Kirinyaga Laboratory Supplies|NYERI
12590|Muthanthara Dispensary|EMBU
15706|Tangasir Dispensary|UASIN GISHU
16230|Gatankene Dispensary|MERU
10654|Lankia (PCEA) Dispensary|KIAMBU
15011|Langas RCEA|UASIN GISHU
14475|Ereteti Dispensary|KAJIADO
14614|Kabianga Tea Research|KERICHO
16178|Kwetu VCT|KILIFI
12887|Brother andre Clinic|NAIROBI
11127|Turuturu Dispensary|MURANG'A
15623|Soy Health Centre|UASIN GISHU
13280|Najah Medical Clinic|WAJIR
13340|Fino Health Centre|MANDERA
16141|St Mary's Hospital (Mumias)|KAKAMEGA
13811|Miriri Dispensary|NYAMIRA
16717|Ikuywa Dispensary|KAKAMEGA
15629|St Augustine Youth Friendly Centre|TURKANA
12817|Tuvaani Dispensary|KITUI
13250|Wakibe Clinic|NAIROBI
10463|Kangaita Medical Clinic (Kirinyaga Central)|KIRINYAGA
14879|Kimoning Dispensary|UASIN GISHU
10774|Munyu Health Centre|KIAMBU
15523|Samaria (AIC) Mission Dispensary|KAJIADO
13172|Ruaraka Clinic|NAIROBI
13219|St Michael Clinic|KIAMBU
16282|Kasongo Dispensary|KISUMU
11989|Dr Mutuma Medical Clinic|MACHAKOS
13053|Lunga Lunga Health Centre|NAROK
10987|Sabasaba Health Centre|MURANG'A
13159|Ray of Hope Health Centre|NAIROBI
11649|Mpeketoni Sub-County Hospital|LAMU
15433|Oltepesi Health Clinic|NAKURU
10619|Kiracha Medical Clinic|MURANG'A
15394|Oldonyorok (Cog) Dispensary|NAROK
12604|Mutomo Mission Hospital|KITUI
11134|Umoja Medical Clinic (Muranga North)|MURANG'A
16072|Nangina Dispensary|BUSIA
12405|Kyandui Dispensary|KITUI
11373|Faza Hospital|LAMU
11413|Hongwe Clinic|LAMU
12651|Ngiluni Dispensary (Kibwezi)|MAKUENI
12271|Kiambere Dam Dispensary|EMBU
14349|Chepkunan Clinic|NANDI
16729|Nakoko Health Centre|BARINGO
10120|Dr E Kanyi Dental Clinic|LAIKIPIA
16736|Chepturu Dispensary|BARINGO
16737|Kapunyany Dispensary|BARINGO
10070|Bigem Clinic|KIRINYAGA
13807|Migosi Sub County Hospital|KISUMU
12082|Ikuyuni Dispensary|KITUI
10665|Lucimed Clinic|LAIKIPIA
14519|GK Prisons Dispensary (Eldoret East)|UASIN GISHU
11639|Moa Dispensary|LAMU
10398|Kagio Catholic Dispensary (Mary Immucate Catholic|KIRINYAGA
10209|Gatara Health Centre|MURANG'A
15690|Survey Dispensary|LAIKIPIA
13301|Barwaqo Clinic|WAJIR
10293|Good Health Medical Clinic|KIAMBU
15644|St John Medical Clinic (Kajiado)|KAJIADO
12698|Odda Dispensary (Moyale)|MARSABIT
12603|Mutomo Health Centre|KITUI
15758|Uasin Gishu District Hospital|UASIN GISHU
12129|Kairungu Dispensary (Mwingi)|KITUI
10541|Kiambuthia Medical Clinic|NYERI
12763|St Marys Medical Clinic (Kiaragana)|EMBU
13924|Nyangena Sub District Hospital (Manga)|NYAMIRA
14928|Kiptere Dispensary|KERICHO
10683|Maragi Medical Clinic|MURANG'A
12966|Gynapaed Dispensary (Kilimani-)|NAIROBI
11190|Zakary Ndegwa Laboratory|LAIKIPIA
16644|St Martin Medical Clinic|MAKUENI
12974|Huruma Lions Dispensary|NAIROBI
15862|Coptic Nursing Home|KISUMU
10892|Nyakahuho Dispensary|MURANG'A
12786|Tana Medical Clinic (Yatta)|MACHAKOS
10886|No 4 Community Health Clinic|KIAMBU
13255|Wema CFW Clinic|NAIROBI
15945|Kilingili Health Centre|KAKAMEGA
16223|Giaki Clinic|MERU
13298|Balambala Sub-District Hospital|GARISSA
16359|Kibulgeny Dispensary|UASIN GISHU
12842|Wanzoa Dispensary|KITUI
10486|Karatina Home Based Care Dispensary|NYERI
13415|Orahey Medical Clinic|WAJIR
12018|Suleman Farooq Memorial Centre|TAITA TAVETA
16613|Murugu Herbal Clinic|MANDERA
10145|Dr N N Ngugi Dental Clinic|NYERI
15604|Sogon Dispensary|BARINGO
14851|Kibingor Dispensary|BARINGO
12928|Dr Were Medical Clinic|NAIROBI
12888|Buruburu Medical Clinic|NAIROBI
10011|Afya Bora Clinic (Mwea)|KIRINYAGA
11638|Mnyenzeni Health centre|KWALE
11565|Maria Teressa Nuzzo Health Centre|LAMU
16531|Avenue Health Care|LAMU
15652|St Mary Health Centre (Kiserian)|KAJIADO
12206|Kaseve Medical Clinic|MACHAKOS
15201|Mogwa Dispensary|KERICHO
15526|Sancta Maria Clinic|KAJIADO
12757|St Kizito Mission|MACHAKOS
11038|St John Medical Clinic (Nyeri North)|LAIKIPIA
13234|Tabitha Medical Clinic|NAIROBI
12293|Kiengu PCEA Dispensary|MERU
15767|Wama Nursing Home|KAJIADO
14981|Kolongolo C.M Dispensary|BUNGOMA
13105|Mutuini Sub-District Hospital|NAIROBI
16211|Fayaa Medical Clinic|MARSABIT
16022|Moi's Bridge Nursing Home|KAKAMEGA
11165|Wananchi Clinic|NYAMIRA
14537|Great Comm Medical Clinic|NYANDARUA
11829|Star Hospital|KILIFI
15326|Ndoinet Dispensary|NAKURU
10310|Healthscope Clinic (Muranga North)|MURANG'A
15530|Sangurur Dispensary|ELEGEYO-MARAKWET
11111|Trinity Afya Centre|MURANG'A
10965|Royal Medical Centre|NYANDARUA
10815|Mwireri Sunrise Medical Clinic|NYERI
10937|Physiotherapy Clinic (Kirinyaga)|NYERI
10408|Kagunduini Medical Clinic (Nyeri South)|NYERI
12981|Imara Medical Clinic|MACHAKOS
10306|Ham Medical Clinic|KIAMBU
13765|Mama Maria Clinic|MIGORI
12424|Lamba Medical Clinic|MACHAKOS
13586|Gods Will Clinic|KISUMU
10468|Kangaru Dispensary (Kirinyaga)|KIRINYAGA
10810|Mweiga Medical Care|NYERI
15648|St Kevina Dispensary|UASIN GISHU
10056|Bennedict XVI Dispensary|NYANDARUA
12169|Kamuwongo Dispensary|KITUI
15561|Siana Springs Dispensary|NAROK
14937|Kiribwet Dispensary|NAROK
10479|Karandi Health Clinic|NYERI
11320|Dr Kasamjee Medical Clinic|KILIFI
10428|Kahuti Medical Clinic|MURANG'A
11622|Mission K Clinic|LAMU
10435|Kaiyaba Dispensary|NYERI
14393|Civil Servant Dc Headquarter Dispensary|BOMET
12851|Yakalia Dispensary|KITUI
10183|Family Smiles Dental Clinic|LAIKIPIA
10909|Ol Jabet Medical Clinic|NYANDARUA
10415|Kagwe Health Services Clinic|KIAMBU
10984|Rwanyambo Dispensary|NYANDARUA
13284|Al-Maqdis ENT Clinic|GARISSA
10254|Gikoe Medical Clinic|MURANG'A
13258|Westlands Health Centre|NAIROBI
12902|Compassionate Hospital|NAIROBI
13256|Wema Nursing Home|NAIROBI
10974|Ruiru Hospital Limited|KIAMBU
10172|Enkasiti Roses Farm Clinic|KIAMBU
15478|Railways Dispensary|UASIN GISHU
14922|Kipsyenan Dispensary|NAKURU
12289|Kibunga Sub-District Hospital|MERU
13398|Liboi Health Centre|GARISSA
10897|Nyeri Dental Clinic|LAIKIPIA
14633|Kabutii-Matiret Dispensary|KERICHO
13379|Khalalio Health Centre|MANDERA
13308|Bodhai Dispensary|GARISSA
11495|Kizibe Dispensary|KWALE
11066|St Peter's (ACK) Medical Clinic|NAIROBI
11427|Jamii Clinic (Lamu)|LAMU
14435|Eldoret Hospital|UASIN GISHU
15486|Riongo Dispensary|BARINGO
11502|Kp&Tc Staff Clinic|LAMU
12516|Meru District hospital|MERU
11141|Uthiru Health Centre|KIAMBU
11306|Didewaride Dispensary|LAMU
13579|GK Prisons Dispensary (Kibos)|KISUMU
13238|Trinity Medical Care Health Centre|NAIROBI
14909|Kipsaiya Dispensary|ELEGEYO-MARAKWET
15608|Solyot Dispensary|BOMET
11765|Saifee Foundation Medical Centre|LAMU
11729|Pablo Hortsman Health Centre|LAMU
13311|Bour-Algy Dispensary|GARISSA
15577|Simotwo Dispensary (Eldoret East)|UASIN GISHU
13129|Nyina Wa Mumbi Dispensary|NAIROBI
12686|NYS Dispensary (Mavoloni)|MACHAKOS
11749|Rafiki Miracle Clinic (Hindi )|LAMU
15641|St Freda's Cottage Hospital|TRANS NZOIA
10889|Nyahururu Catholic Dispensary|NYANDARUA
14999|Kuinet Dispensary|UASIN GISHU
10963|Rose Medical Clinic|MURANG'A
14942|Kiserian Medical Clinic|KAJIADO
10945|Premier Bag and Cordage Dispensary|KIAMBU
11242|Bangali Dispensary|TANA RIVER
11648|Mpeketoni Health Services Clinic|LAMU
16142|Imani Clinic|BUNGOMA
14936|Kiratina Medical Clinic|NAKURU
14688|Kanusin Dispensary|BOMET
10515|Kenya Institute of Professional Counsellors|LAIKIPIA
10567|Kiaruhiu (PCEA) Health Centre|NYERI
16348|Family Health Options Kenya (Eldoret)|UASIN GISHU
10887|North Kinangop Catholic Hospital|NYANDARUA
12985|Jamii Clinic (Westlands)|NAIROBI
10101|Coffee Research Staff Dispensary|KIAMBU
10715|Mchana Estate Dispensary|KIAMBU
13357|Habaswein District Hospital|WAJIR
11158|Wakamata Dispensary|NYERI
14910|Kipsamoite Dispensary|NANDI
14335|Chepkanga Health Centre|UASIN GISHU
11308|Divine Mercy Dispensary|TAITA TAVETA
11325|Dr Gikandi Clinic|LAMU
13064|Mariakani Cottage Hospital Ltd|NAIROBI
12982|Mary Immaculate Clinic Mukuru|NAIROBI
11061|St Michael Medical Clinic (Nyeri South)|NYANDARUA
14680|Kamwosor sub-county hospital|ELEGEYO-MARAKWET
15396|Olemila VCT Centre|NANDI
14496|Fig Tree Clinic|KERICHO
11341|Dr Marami Clinic|LAMU
10734|Monica Clinic|MURANG'A
16577|Ideal Health Laboratory|MERU
13932|Nyankono Dispensary|NYAMIRA
10511|Kaweru Medical Clinic|MURANG'A
11846|Tchundwa Dispensary|LAMU
10018|Ahadi Maternity Services|KIAMBU
10202|Gakoe Health Centre|KIAMBU
12931|Eden Dispensary|NAIROBI
14530|Good Health Clinic Ngong|KAJIADO
12415|Kyevaluki Medical Clinic|MACHAKOS
16382|Ngondi Dispensary|NAKURU
16524|Sacred Heart Medical Clinic|KILIFI
10240|Gawa Medical Clinic|KIAMBU
10115|Dr U N Kanani Dental Clinic|LAIKIPIA
16558|Boddu Pharmacy Ltd|MANDERA
10329|Huruma Medical Clinic (Gatundu)|KIAMBU
10303|Green Hill Medical Clinic|LAIKIPIA
14204|Sucos Hospital|KAJIADO
10129|Dr L G Mburu Radiological Clinic|LAIKIPIA
14444|Empough Dispensary|WEST POKOT
14486|Ewuaso Kedong Dispensary|KAJIADO
15323|Ndarawetta Health centre|KERICHO
14635|Kacheliba Mobile Clinic|WEST POKOT
14899|Kipketer Dispensary|KERICHO
10823|Narumoru Disabled Children's Home|NYERI
11453|Kakuyuni Dispensary (Malindi)|KILIFI
13792|Matongo Medical Clinic|KISII
16701|Chepturnguny Dispensary|WEST POKOT
13236|Tena (PCEA) Clinic|NAIROBI
11932|Approved School Dispensary (Machakos)|MACHAKOS
14423|Dr Wenyaa Clinic|NAKURU
16748|Githunguri Health Centre (Ruiru)|KIAMBU
10728|Mihuti Dispensary (Muranga North)|MURANG'A
10187|Franjane Medical Clinic|MURANG'A
11877|Uzima Medical Clinic (Lamu)|LAMU
14721|Kapkoi Health Centre|ELEGEYO-MARAKWET
12532|Mituki Medical Clinic|KIAMBU
11635|Mlanjo Dispensary|TANA RIVER
13419|Plaza Nursing Home|WAJIR
15876|Emuhaya Sub County Referral Hospital|VIHIGA
16506|Maisha Bora Clinic|KIRINYAGA
13028|Kibera Community Health Centre - Amref|NAIROBI
10824|National Hospital Insurance Fund Central|LAIKIPIA
14409|Dr Kalyas Clinic|NAKURU
10481|Karangatha Health Centre|NYANDARUA
